,steamid,appid,playtime_forever
725,76561198077671905,413851,0
726,76561198077671905,413852,0
727,76561198077671905,413853,0
728,76561198077671905,413854,0
729,76561198077671905,413855,0
730,76561198077671905,413856,0
731,76561198077671905,413857,0
732,76561198077671905,413858,0
733,76561198077671905,413859,0
734,76561198077671905,458250,0
735,76561198077671905,458260,0
736,76561198077671905,458270,0
737,76561198077671905,458280,0
738,76561198077671905,458300,0
739,76561198077671905,458310,0
740,76561198077671905,458320,0
741,76561198077671905,497810,0
742,76561198077671905,497811,0
743,76561198077671905,497812,0
744,76561198077671905,497813,0
745,76561198077671905,585280,0
746,76561198077671905,585281,0
747,76561198077671905,585282,0
748,76561198077671905,585283,0
749,76561198077671905,1172470,3574
750,76561198077671905,578080,622
751,76561198080485839,4000,311
752,76561198080485839,7670,0
753,76561198080485839,409710,0
754,76561198080485839,20900,31
755,76561198080485839,1250,5
756,76561198080485839,35420,0
757,76561198080485839,39800,0
758,76561198080485839,550,1862
759,76561198080485839,620,17
760,76561198080485839,20920,482
761,76561198080485839,19680,633
762,76561198080485839,107100,34
763,76561198080485839,55150,81
764,76561198080485839,24240,10
765,76561198080485839,110800,0
766,76561198080485839,67370,0
767,76561198080485839,204100,22
768,76561198080485839,214340,7
769,76561198080485839,17300,0
770,76561198080485839,17330,0
771,76561198080485839,17340,0
772,76561198080485839,108800,1
773,76561198080485839,204360,0
774,76561198080485839,205100,126
775,76561198080485839,220440,33
776,76561198080485839,227300,1860
777,76561198080485839,212500,0
778,76561198080485839,230410,51
779,76561198080485839,271290,33
780,76561198080485839,221040,64
781,76561198080485839,209060,22
782,76561198080485839,242860,28
783,76561198080485839,12100,0
784,76561198080485839,12110,13
785,76561198080485839,12120,101
786,76561198080485839,12210,89
787,76561198080485839,12230,0
788,76561198080485839,12240,0
789,76561198080485839,12250,0
790,76561198080485839,225080,0
791,76561198080485839,218620,9132
792,76561198080485839,107410,204
793,76561198080485839,265930,63
794,76561198080485839,218640,55
795,76561198080485839,210770,513
796,76561198080485839,273110,7
797,76561198080485839,222880,99
798,76561198080485839,278360,293
799,76561198080485839,48700,23
800,76561198080485839,286940,149
801,76561198080485839,8870,101
802,76561198080485839,201810,1181
803,76561198080485839,296830,0
804,76561198080485839,237930,0
805,76561198080485839,286690,60
806,76561198080485839,287390,0
807,76561198080485839,291480,44
808,76561198080485839,313020,108
809,76561198080485839,314160,55
810,76561198080485839,316010,72
811,76561198080485839,233720,124
812,76561198080485839,6880,0
813,76561198080485839,8190,36
814,76561198080485839,326480,237
815,76561198080485839,330070,61907
816,76561198080485839,274940,6
817,76561198080485839,730,4132
818,76561198080485839,333600,342
819,76561198080485839,333930,20
820,76561198080485839,352520,0
821,76561198080485839,8850,0
822,76561198080485839,409720,0
823,76561198080485839,365670,9
824,76561198080485839,329050,0
825,76561198080485839,223470,651
826,76561198080485839,377590,1
827,76561198080485839,378610,56
828,76561198080485839,383870,29
829,76561198080485839,351970,574
830,76561198080485839,385800,78
831,76561198080485839,386360,669
832,76561198080485839,858460,0
833,76561198080485839,387340,14
834,76561198080485839,225540,65
835,76561198080485839,50620,681
836,76561198080485839,388410,8
837,76561198080485839,462780,0
838,76561198080485839,369200,140
839,76561198080485839,420110,169
840,76561198080485839,437390,0
841,76561198080485839,50130,1454
842,76561198080485839,1030830,0
843,76561198080485839,48000,58
844,76561198080485839,495890,88
845,76561198080485839,319630,121
846,76561198080485839,292030,9249
847,76561198080485839,550900,34
848,76561198080485839,813820,1312
849,76561198080485839,878760,0
850,76561198080485839,544920,55
851,76561198080485839,611500,403
852,76561198080485839,884660,34
853,76561198080485839,1128810,1669
854,76561198082089549,70,22
855,76561198082089549,240,619
856,76561198082089549,4000,18726
857,76561198082089549,12210,658
858,76561198082089549,10500,990
859,76561198082089549,550,1625
860,76561198082089549,8930,375
861,76561198082089549,105600,694
862,76561198082089549,209080,51
863,76561198082089549,730,138832
864,76561198082089549,204360,691
865,76561198082089549,219640,466
866,76561198082089549,202970,624
867,76561198082089549,202990,8988
868,76561198082089549,212910,2664
869,76561198082089549,223470,0
870,76561198082089549,227300,55
871,76561198082089549,236390,2689
872,76561198082089549,265630,629
873,76561198082089549,224260,2407
874,76561198082089549,204080,629
875,76561198082089549,233720,359
876,76561198082089549,242760,2635
877,76561198082089549,224540,1282
878,76561198082089549,207140,5118
879,76561198082089549,368730,87
880,76561198082089549,246900,41
881,76561198082089549,255520,43
882,76561198082089549,265210,164
883,76561198082089549,218620,4169
884,76561198082089549,252490,25188
885,76561198082089549,700580,0
886,76561198082089549,252950,6949
887,76561198082089549,107410,2938
888,76561198082089549,257750,176
889,76561198082089549,211820,2407
890,76561198082089549,367540,0
891,76561198082089549,271590,8621
892,76561198082089549,273110,25
893,76561198082089549,274190,1149
894,76561198082089549,222880,3362
895,76561198082089549,48700,431
896,76561198082089549,295930,1
897,76561198082089549,222900,60
898,76561198082089549,35450,989
899,76561198082089549,236830,95
900,76561198082089549,238460,801
901,76561198082089549,303390,707
902,76561198082089549,304050,639
903,76561198082089549,304930,6391
904,76561198082089549,310560,18
905,76561198082089549,206420,275
906,76561198082089549,315430,32
907,76561198082089549,317250,0
908,76561198082089549,221380,137
909,76561198082089549,24240,928
910,76561198082089549,274940,184
911,76561198082089549,333930,6332
912,76561198082089549,277950,0
913,76561198082089549,219740,240
914,76561198082089549,322330,14982
915,76561198082089549,2400,346
916,76561198082089549,2420,0
917,76561198082089549,2430,0
918,76561198082089549,346900,91
919,76561198082089549,359050,73
920,76561198082089549,232090,110
921,76561198082089549,232150,0
922,76561198082089549,360940,174
923,76561198082089549,1250,112
924,76561198082089549,35420,0
925,76561198082089549,381210,5204
926,76561198082089549,352460,590
927,76561198082089549,393420,734
928,76561198082089549,445900,0
929,76561198082089549,397900,627
930,76561198082089549,393380,2495
931,76561198082089549,774941,0
932,76561198082089549,359550,31053
933,76561198082089549,623990,154
934,76561198082089549,431710,0
935,76561198082089549,431960,4061
936,76561198082089549,433850,732
937,76561198082089549,439700,0
938,76561198082089549,434820,0
939,76561198082089549,444090,1342
940,76561198082089549,596350,0
941,76561198082089549,447820,80
942,76561198082089549,448440,0
943,76561198082089549,468560,2
944,76561198082089549,477160,276
945,76561198082089549,496920,0
946,76561198082089549,273350,5
947,76561198082089549,527450,121
948,76561198082089549,438740,976
949,76561198082089549,587810,0
950,76561198082089549,578080,20767
951,76561198082089549,644890,0
952,76561198082089549,671650,0
953,76561198082089549,706240,0
954,76561198082089549,476600,2845
955,76561198082089549,476620,7367
956,76561198082089549,711210,0
957,76561198082089549,427460,0
958,76561198082089549,504370,51
959,76561198082089549,753650,357
960,76561198082089549,851710,0
961,76561198082089549,544920,40
962,76561198082089549,714010,37
963,76561198082089549,696370,1
964,76561198082089549,304390,795
965,76561198082089549,654310,0
966,76561198082089549,945360,1854
967,76561198082089549,967250,0
968,76561198082089549,581320,2929
969,76561198082089549,1085660,95
970,76561198082089549,1128810,54
971,76561198082089549,1144200,645
972,76561198082089549,1172470,0
973,76561198082089549,1172620,5267
974,76561198082089549,203160,85
975,76561198082089549,289690,0
976,76561198082089549,34270,0
977,76561198082089549,1088150,0
978,76561198082089549,1638720,0
979,76561198082089549,1240440,93
980,76561198090536917,4000,2469
981,76561198090536917,6910,960
