,steamid,appid,playtime_forever
5860,76561198031273081,216930,0
5861,76561198031273081,208630,0
5862,76561198031273081,208620,0
5863,76561198031273081,223000,0
5864,76561198031273081,1900,0
5865,76561198031273081,47410,0
5866,76561198031273081,51100,0
5867,76561198031273081,102700,0
5868,76561198031273081,113400,0
5869,76561198031273081,203290,0
5870,76561198031273081,208090,0
5871,76561198031273081,218230,0
5872,76561198031273081,1083500,0
5873,76561198031273081,236390,0
5874,76561198031273081,209870,0
5875,76561198031273081,202090,0
5876,76561198031273081,224260,0
5877,76561198031273081,239220,0
5878,76561198031273081,218700,0
5879,76561198031273081,15950,0
5880,76561198031273081,15900,0
5881,76561198031273081,15930,0
5882,76561198031273081,15960,0
5883,76561198031273081,16000,0
5884,76561198031273081,16020,0
5885,76561198031273081,16030,0
5886,76561198031273081,16040,0
5887,76561198031273081,16060,0
5888,76561198031273081,32110,0
5889,76561198031273081,32120,0
5890,76561198031273081,32160,0
5891,76561198031273081,32140,0
5892,76561198031273081,60340,0
5893,76561198031273081,210770,0
5894,76561198031273081,3910,0
5895,76561198031273081,234940,0
5896,76561198031273081,234350,0
5897,76561198031273081,35450,0
5898,76561198031273081,248710,0
5899,76561198031273081,252490,0
5900,76561198031273081,700580,0
5901,76561198031273081,253650,0
5902,76561198031273081,254080,0
5903,76561198031273081,261110,0
5904,76561198031273081,221100,0
5905,76561198031273081,267980,0
5906,76561198031273081,271590,0
5907,76561198031273081,271860,0
5908,76561198031273081,57300,0
5909,76561198031273081,239200,0
5910,76561198031273081,275490,0
5911,76561198031273081,275810,0
5912,76561198031273081,275830,0
5913,76561198031273081,279420,0
5914,76561198031273081,283290,0
5915,76561198031273081,283310,0
5916,76561198031273081,283390,0
5917,76561198031273081,283430,0
5918,76561198031273081,284930,0
5919,76561198031273081,284950,0
5920,76561198031273081,351030,0
5921,76561198031273081,1058200,0
5922,76561198031273081,285010,0
5923,76561198031273081,285050,0
5924,76561198031273081,285130,0
5925,76561198031273081,286570,0
5926,76561198031273081,287120,0
5927,76561198031273081,287140,0
5928,76561198031273081,289090,0
5929,76561198031273081,292370,0
5930,76561198031273081,292390,0
5931,76561198031273081,292410,0
5932,76561198031273081,292570,0
5933,76561198031273081,292620,0
5934,76561198031273081,292630,0
5935,76561198031273081,294160,0
5936,76561198031273081,294230,0
5937,76561198031273081,297020,0
5938,76561198031273081,299260,0
5939,76561198031273081,299500,0
5940,76561198031273081,301190,0
5941,76561198031273081,301200,0
5942,76561198031273081,301260,0
5943,76561198031273081,301520,0
5944,76561198031273081,301690,0
5945,76561198031273081,301700,0
5946,76561198031273081,301750,0
5947,76561198031273081,302830,0
5948,76561198031273081,304930,0
5949,76561198031273081,306350,0
5950,76561198031273081,224600,0
5951,76561198031273081,308000,0
5952,76561198031273081,311860,0
5953,76561198031273081,291480,0
5954,76561198031273081,313140,0
5955,76561198031273081,227940,0
5956,76561198031273081,265590,0
5957,76561198031273081,315330,0
5958,76561198031273081,315640,0
5959,76561198031273081,222900,0
5960,76561198031273081,293500,0
5961,76561198031273081,319180,0
5962,76561198031273081,321040,0
5963,76561198031273081,321150,0
5964,76561198031273081,221380,0
5965,76561198031273081,238320,0
5966,76561198031273081,326120,0
5967,76561198031273081,329000,0
5968,76561198031273081,730,0
5969,76561198031273081,331790,0
5970,76561198031273081,332070,0
5971,76561198031273081,332810,0
5972,76561198031273081,334470,0
5973,76561198031273081,334480,0
5974,76561198031273081,334490,0
5975,76561198031273081,335240,0
5976,76561198031273081,335330,0
5977,76561198031273081,338550,0
5978,76561198031273081,339610,0
5979,76561198031273081,340300,0
5980,76561198031273081,340310,0
5981,76561198031273081,340320,0
5982,76561198031273081,340650,0
5983,76561198031273081,341160,0
5984,76561198031273081,316390,0
5985,76561198031273081,344130,0
5986,76561198031273081,344230,0
5987,76561198031273081,344300,0
5988,76561198031273081,345220,0
5989,76561198031273081,346120,0
5990,76561198031273081,346950,0
5991,76561198031273081,347560,0
5992,76561198031273081,339280,0
5993,76561198031273081,350810,0
5994,76561198031273081,354920,0
5995,76561198031273081,355430,0
5996,76561198031273081,355840,0
5997,76561198031273081,355920,0
5998,76561198031273081,361020,0
5999,76561198031273081,361190,0
6000,76561198031273081,361620,0
6001,76561198031273081,363490,0
6002,76561198031273081,363970,0
6003,76561198031273081,371420,0
6004,76561198031273081,371570,0
6005,76561198031273081,292030,0
6006,76561198031273081,375460,0
6007,76561198031273081,375510,0
6008,76561198031273081,377310,0
6009,76561198031273081,381210,0
6010,76561198031273081,383330,0
6011,76561198031273081,383580,0
6012,76561198031273081,385070,0
6013,76561198031273081,385080,0
6014,76561198031273081,386360,0
6015,76561198031273081,858460,0
6016,76561198031273081,388160,0
6017,76561198031273081,389570,0
6018,76561198031273081,391070,0
6019,76561198031273081,391660,0
6020,76561198031273081,398710,0
6021,76561198031273081,399430,0
6022,76561198031273081,400370,0
6023,76561198031273081,400510,0
6024,76561198031273081,234140,0
6025,76561198031273081,403560,0
6026,76561198031273081,403900,0
6027,76561198031273081,299360,0
6028,76561198031273081,407530,0
6029,76561198031273081,410210,0
6030,76561198031273081,236110,0
6031,76561198031273081,412170,0
6032,76561198031273081,412290,0
6033,76561198031273081,412600,0
6034,76561198031273081,280790,0
6035,76561198031273081,414580,0
6036,76561198031273081,414700,0
6037,76561198031273081,418070,0
6038,76561198031273081,419460,0
6039,76561198031273081,422250,0
6040,76561198031273081,423710,0
6041,76561198031273081,359550,0
6042,76561198031273081,623990,0
6043,76561198031273081,428950,0
6044,76561198031273081,433850,0
6045,76561198031273081,439700,0
6046,76561198031273081,434210,0
6047,76561198031273081,438010,0
6048,76561198031273081,438020,0
6049,76561198031273081,438030,0
6050,76561198031273081,438180,0
6051,76561198031273081,439910,0
6052,76561198031273081,444220,0
6053,76561198031273081,444640,0
6054,76561198031273081,447890,0
6055,76561198031273081,448000,0
6056,76561198031273081,448630,0
6057,76561198031273081,448640,0
6058,76561198031273081,449200,0
6059,76561198031273081,451880,0
6060,76561198031273081,453100,0
6061,76561198031273081,453820,0
6062,76561198031273081,454200,0
6063,76561198031273081,454890,0
6064,76561198031273081,456810,0
6065,76561198031273081,457820,0
6066,76561198031273081,461010,0
6067,76561198031273081,463210,0
6068,76561198031273081,463220,0
6069,76561198031273081,463930,0
6070,76561198031273081,466840,0
6071,76561198031273081,467000,0
6072,76561198031273081,467010,0
6073,76561198031273081,469730,0
6074,76561198031273081,473470,0
6075,76561198031273081,473560,0
6076,76561198031273081,473670,0
6077,76561198031273081,474910,0
6078,76561198031273081,485330,0
6079,76561198031273081,486150,0
6080,76561198031273081,487220,0
6081,76561198031273081,490820,0
6082,76561198031273081,490980,0
6083,76561198031273081,491650,0
6084,76561198031273081,493650,0
6085,76561198031273081,493700,0
6086,76561198031273081,493710,0
6087,76561198031273081,495780,0
6088,76561198031273081,497050,0
6089,76561198031273081,479130,0
6090,76561198031273081,499420,0
6091,76561198031273081,502140,0
6092,76561198031273081,319630,0
6093,76561198031273081,505210,0
6094,76561198031273081,507380,0
6095,76561198031273081,507400,0
6096,76561198031273081,508170,0
6097,76561198031273081,508290,0
6098,76561198031273081,509110,0
6099,76561198031273081,512640,0
6100,76561198031273081,513590,0
6101,76561198031273081,513740,0
6102,76561198031273081,513780,0
6103,76561198031273081,514970,0
6104,76561198031273081,515470,0
6105,76561198031273081,515690,0
6106,76561198031273081,521230,0
6107,76561198031273081,526540,0
6108,76561198031273081,527790,0
6109,76561198031273081,528510,0
6110,76561198031273081,533300,0
6111,76561198031273081,533330,0
6112,76561198031273081,533820,0
6113,76561198031273081,539450,0
6114,76561198031273081,540020,0
6115,76561198031273081,545700,0
6116,76561198031273081,546980,0
6117,76561198031273081,546990,0
6118,76561198031273081,550520,0
6119,76561198031273081,550900,0
6120,76561198031273081,556280,0
6121,76561198031273081,557680,0
6122,76561198031273081,563120,0
6123,76561198031273081,566670,0
6124,76561198031273081,567580,0
6125,76561198031273081,489520,0
6126,76561198031273081,575640,0
6127,76561198031273081,575830,0
6128,76561198031273081,578080,0
6129,76561198031273081,581100,0
6130,76561198031273081,583760,0
6131,76561198031273081,585550,0
6132,76561198031273081,586620,0
6133,76561198031273081,586960,0
6134,76561198031273081,612170,0
6135,76561198031273081,648800,0
6136,76561198031273081,649880,0
6137,76561198031273081,218620,0
6138,76561198031273081,664610,0
6139,76561198031273081,251950,0
6140,76561198031273081,15700,0
6141,76561198031273081,308040,0
6142,76561198031273081,739630,0
6143,76561198031273081,231430,0
6144,76561198031273081,797410,0
6145,76561198031273081,823130,0
6146,76561198031273081,209080,0
6147,76561198031273081,608800,0
6148,76561198031273081,611500,0
6149,76561198031273081,884660,0
6150,76561198031273081,391720,0
6151,76561198031273081,945360,0
6152,76561198031273081,1097150,0
6153,76561198031273081,1085660,0
6154,76561198031273081,1364960,0
6155,76561198046753912,10,5
6156,76561198046753912,80,0
6157,76561198046753912,100,0
6158,76561198046753912,300,107
6159,76561198046753912,20,0
6160,76561198046753912,30,0
6161,76561198046753912,40,0
6162,76561198046753912,50,0
6163,76561198046753912,60,0
6164,76561198046753912,70,36
6165,76561198046753912,130,0
6166,76561198046753912,220,126
6167,76561198046753912,340,0
6168,76561198046753912,240,358
6169,76561198046753912,280,0
6170,76561198046753912,360,0
6171,76561198046753912,320,0
6172,76561198046753912,380,0
6173,76561198046753912,4000,581
6174,76561198046753912,400,0
6175,76561198046753912,420,0
6176,76561198046753912,500,0
6177,76561198046753912,10500,227
6178,76561198046753912,8170,247
6179,76561198046753912,1250,134
6180,76561198046753912,35420,0
6181,76561198046753912,20900,0
6182,76561198046753912,550,157
6183,76561198046753912,50130,5507
6184,76561198046753912,1030830,73
6185,76561198046753912,42700,134
6186,76561198046753912,42710,927
6187,76561198046753912,12210,537
6188,76561198046753912,48190,2571
6189,76561198046753912,620,233
6190,76561198046753912,20920,0
6191,76561198046753912,11360,0
6192,76561198046753912,42680,1728
6193,76561198046753912,42690,11839
6194,76561198046753912,72850,1621
6195,76561198046753912,202200,0
6196,76561198046753912,105450,1492
6197,76561198046753912,204880,0
6198,76561198046753912,214150,0
6199,76561198046753912,202970,264
6200,76561198046753912,202990,11466
6201,76561198046753912,212910,249
6202,76561198046753912,205100,468
6203,76561198046753912,55230,696
6204,76561198046753912,214510,0
6205,76561198046753912,227300,3326
6206,76561198046753912,208090,0
6207,76561198046753912,236390,710
6208,76561198046753912,224580,15
6209,76561198046753912,44350,0
6210,76561198046753912,3910,0
6211,76561198046753912,234650,0
6212,76561198046753912,35450,227
6213,76561198046753912,242860,246
6214,76561198046753912,218620,246
6215,76561198046753912,251570,330
6216,76561198046753912,252490,7427
6217,76561198046753912,700580,0
6218,76561198046753912,252950,2401
6219,76561198046753912,107410,515
6220,76561198046753912,246760,308
6221,76561198046753912,259660,0
6222,76561198046753912,221910,37
6223,76561198046753912,261490,150
6224,76561198046753912,248490,0
6225,76561198046753912,221100,1091
6226,76561198046753912,267980,184
6227,76561198046753912,218640,25
6228,76561198046753912,268870,0
6229,76561198046753912,269950,24935
6230,76561198046753912,270880,803
6231,76561198046753912,273110,0
6232,76561198046753912,222880,319
6233,76561198046753912,278360,0
6234,76561198046753912,285160,0
6235,76561198046753912,286540,0
6236,76561198046753912,286570,0
6237,76561198046753912,287120,239
6238,76561198046753912,292390,0
6239,76561198046753912,33930,110
6240,76561198046753912,65700,0
6241,76561198046753912,65720,0
6242,76561198046753912,219540,0
6243,76561198046753912,292910,0
6244,76561198046753912,294550,230
6245,76561198046753912,294570,46
6246,76561198046753912,295110,958
6247,76561198046753912,362300,0
6248,76561198046753912,433850,3485
6249,76561198046753912,439700,0
6250,76561198046753912,304930,4
6251,76561198046753912,238090,226
6252,76561198046753912,310560,0
6253,76561198046753912,227940,1022
6254,76561198046753912,206420,478
6255,76561198046753912,318600,0
6256,76561198046753912,319230,283
6257,76561198046753912,323580,304
6258,76561198046753912,326460,182
6259,76561198046753912,330420,0
6260,76561198046753912,730,42551
6261,76561198046753912,220090,304
6262,76561198046753912,262850,304
6263,76561198046753912,334230,294
6264,76561198046753912,344130,372
6265,76561198046753912,344230,197
6266,76561198046753912,351030,132
6267,76561198046753912,1058200,0
6268,76561198046753912,345130,0
6269,76561198046753912,346900,98
6270,76561198046753912,347560,191
6271,76561198046753912,351910,298
6272,76561198046753912,255710,2267
6273,76561198046753912,235540,363
6274,76561198046753912,359310,0
6275,76561198046753912,1020470,0
6276,76561198046753912,361280,299
6277,76561198046753912,363490,226
6278,76561198046753912,368080,387
6279,76561198046753912,375510,190
6280,76561198046753912,377310,253
6281,76561198046753912,380600,28
6282,76561198046753912,383330,194
6283,76561198046753912,383580,219
6284,76561198046753912,383870,201
6285,76561198046753912,291550,42
6286,76561198046753912,388160,0
6287,76561198046753912,390670,0
6288,76561198046753912,391040,2113
6289,76561198046753912,391070,192
6290,76561198046753912,394310,289
6291,76561198046753912,225540,192
6292,76561198046753912,399430,149
6293,76561198046753912,365450,0
6294,76561198046753912,403560,210
6295,76561198046753912,403900,164
6296,76561198046753912,410210,46
6297,76561198046753912,412600,208
6298,76561198046753912,413850,0
6299,76561198046753912,413851,0
6300,76561198046753912,413852,0
6301,76561198046753912,413853,0
6302,76561198046753912,413854,0
6303,76561198046753912,413855,0
6304,76561198046753912,413856,0
6305,76561198046753912,413857,0
6306,76561198046753912,413858,0
6307,76561198046753912,413859,0
6308,76561198046753912,458250,0
6309,76561198046753912,458260,0
6310,76561198046753912,458270,0
6311,76561198046753912,458280,0
6312,76561198046753912,458300,0
6313,76561198046753912,458310,0
6314,76561198046753912,458320,0
6315,76561198046753912,497810,0
6316,76561198046753912,497811,0
6317,76561198046753912,497812,0
6318,76561198046753912,497813,0
6319,76561198046753912,585280,0
6320,76561198046753912,585281,0
6321,76561198046753912,585282,0
6322,76561198046753912,585283,0
6323,76561198046753912,417860,53
6324,76561198046753912,418070,226
6325,76561198046753912,420290,84
6326,76561198046753912,428950,175
6327,76561198046753912,431240,543
6328,76561198046753912,431960,3813
6329,76561198046753912,438100,14
6330,76561198046753912,438180,219
6331,76561198046753912,244930,0
6332,76561198046753912,365590,130
6333,76561198046753912,524440,0
6334,76561198046753912,449200,293
6335,76561198046753912,451880,293
6336,76561198046753912,454200,145
6337,76561198046753912,466840,222
6338,76561198046753912,469730,193
6339,76561198046753912,473560,185
6340,76561198046753912,359550,2621
6341,76561198046753912,623990,0
6342,76561198046753912,485330,193
6343,76561198046753912,487220,280
6344,76561198046753912,491950,0
6345,76561198046753912,493650,228
6346,76561198046753912,493700,244
6347,76561198046753912,493710,198
6348,76561198046753912,497050,191
6349,76561198046753912,499420,179
6350,76561198046753912,502140,229
6351,76561198046753912,508290,46
6352,76561198046753912,509110,250
6353,76561198046753912,512640,211
6354,76561198046753912,513740,0
6355,76561198046753912,513780,218
6356,76561198046753912,514970,227
6357,76561198046753912,515470,214
6358,76561198046753912,521100,137
6359,76561198046753912,521230,168
6360,76561198046753912,292030,3086
6361,76561198046753912,528510,189
6362,76561198046753912,540020,197
6363,76561198046753912,545700,210
6364,76561198046753912,546980,220
6365,76561198046753912,546990,253
6366,76561198046753912,530700,8
6367,76561198046753912,555750,192
6368,76561198046753912,557680,184
6369,76561198046753912,447040,333
6370,76561198046753912,578080,2492
6371,76561198046753912,212740,0
6372,76561198046753912,586620,225
6373,76561198046753912,3900,0
6374,76561198046753912,3990,0
6375,76561198046753912,8800,0
6376,76561198046753912,16810,0
6377,76561198046753912,34440,0
6378,76561198046753912,34450,0
6379,76561198046753912,34460,0
6380,76561198046753912,8930,1011
6381,76561198046753912,595460,0
6382,76561198046753912,645630,376
6383,76561198046753912,386180,0
6384,76561198046753912,657200,66
6385,76561198046753912,665360,46
6386,76561198046753912,689090,1
6387,76561198046753912,466240,35
6388,76561198046753912,637650,0
6389,76561198046753912,809960,38
6390,76561198046753912,823130,32
6391,76561198046753912,440900,815
6392,76561198046753912,931180,0
6393,76561198046753912,737800,928
6394,76561198046753912,928600,181
6395,76561198046753912,945360,162
6396,76561198046753912,1062960,32
6397,76561198046753912,275390,0
6398,76561198046753912,1097150,49
6399,76561198046753912,1172620,1022
6400,76561198046753912,1638720,39
6401,76561198046753912,920210,614
6402,76561198047282424,10,36
6403,76561198047282424,80,0
6404,76561198047282424,100,0
6405,76561198047282424,300,0
6406,76561198047282424,30,0
6407,76561198047282424,40,0
6408,76561198047282424,60,0
6409,76561198047282424,240,0
6410,76561198047282424,280,0
6411,76561198047282424,360,0
6412,76561198047282424,20,0
6413,76561198047282424,50,0
6414,76561198047282424,70,137
6415,76561198047282424,130,0
6416,76561198047282424,4000,1001
6417,76561198047282424,320,1451
6418,76561198047282424,340,4
6419,76561198047282424,220,775
6420,76561198047282424,380,266
6421,76561198047282424,400,125
6422,76561198047282424,420,392
6423,76561198047282424,500,0
6424,76561198047282424,17470,0
6425,76561198047282424,24740,0
6426,76561198047282424,38220,0
6427,76561198047282424,10180,3189
6428,76561198047282424,10190,13345
6429,76561198047282424,33220,192
6430,76561198047282424,42700,3243
6431,76561198047282424,42710,5166
6432,76561198047282424,620,978
6433,76561198047282424,42160,0
6434,76561198047282424,206980,0
6435,76561198047282424,21090,0
6436,76561198047282424,21110,0
6437,76561198047282424,21120,0
6438,76561198047282424,63940,0
6439,76561198047282424,24240,182
6440,76561198047282424,2400,17
6441,76561198047282424,2420,0
6442,76561198047282424,2430,0
6443,76561198047282424,108800,169
6444,76561198047282424,730,216967
6445,76561198047282424,205790,0
6446,76561198047282424,4920,0
6447,76561198047282424,227300,794
6448,76561198047282424,203160,95
6449,76561198047282424,210770,73
6450,76561198047282424,218620,77
6451,76561198047282424,239030,0
6452,76561198047282424,111900,77
6453,76561198047282424,550,3500
6454,76561198047282424,225840,434
6455,76561198047282424,286160,4
6456,76561198047282424,297000,0
6457,76561198047282424,286690,588
6458,76561198047282424,287390,0
6459,76561198047282424,243470,68
6460,76561198047282424,304930,314
6461,76561198047282424,291480,178
6462,76561198047282424,351030,0
6463,76561198047282424,1058200,0
6464,76561198047282424,402840,0
6465,76561198047282424,487220,0
6466,76561198047282424,48000,0
6467,76561198047282424,319630,152
6468,76561198047282424,508380,0
6469,76561198047282424,444200,0
6470,76561198047282424,447040,0
6471,76561198047282424,476600,383
6472,76561198047282424,476620,0
6473,76561198047282424,611500,0
6474,76561198047282424,412020,875
6475,76561198047282424,1449560,0
6476,76561198047282424,1172470,161
6477,76561198047282424,1407200,0
6478,76561198047282424,1259970,0
6479,76561198047282424,43110,0
6480,76561198047282424,461040,3
6481,76561198047282424,475150,0
6482,76561198047282424,283270,0
6483,76561198047282424,204450,0
6484,76561198047282424,578080,494
6485,76561198047282424,520720,0
6486,76561198047282424,306130,648
6487,76561198047285110,10,46
6488,76561198047285110,80,0
6489,76561198047285110,100,0
6490,76561198047285110,240,1
6491,76561198047285110,107100,1
6492,76561198047285110,205790,0
6493,76561198047285110,730,42835
6494,76561198047285110,420000,50
6495,76561198047285110,431960,2
6496,76561198047285110,289070,177
6497,76561198047285110,539730,17
6498,76561198047285110,542970,17
6499,76561198047285110,542971,0
6500,76561198047285110,542972,0
6501,76561198047285110,542974,0
6502,76561198047285110,542975,0
6503,76561198047285110,1017170,0
6504,76561198047285110,578080,177020
6505,76561198047285110,305050,11
6506,76561198047285110,218620,0
6507,76561198047285110,674940,37
6508,76561198047285110,464920,0
6509,76561198047285110,813820,36
6510,76561198047285110,878760,0
6511,76561198047285110,892970,2516
6512,76561198047285110,945360,385
6513,76561198047285110,223850,474
6514,76561198047285110,1046930,68
6515,76561198047285110,1063730,2837
6516,76561198047285110,1593500,28
6517,76561198047285110,46500,0
6518,76561198047285110,46510,0
6519,76561198049082756,500,0
6520,76561198049082756,9480,3166
6521,76561198049082756,15620,1129
6522,76561198049082756,19000,275
6523,76561198049082756,1250,374
6524,76561198049082756,35420,0
6525,76561198049082756,550,284
6526,76561198049082756,10680,179
6527,76561198049082756,33910,10
6528,76561198049082756,33930,21
6529,76561198049082756,219540,1
6530,76561198049082756,39500,0
6531,76561198049082756,39510,10
6532,76561198049082756,65540,0
6533,76561198049082756,950670,12
6534,76561198049082756,47780,3
6535,76561198049082756,20920,107
6536,76561198049082756,91310,4587
6537,76561198049082756,24240,21
6538,76561198049082756,9200,64
6539,76561198049082756,72850,15370
6540,76561198049082756,205790,0
6541,76561198049082756,226700,42
6542,76561198049082756,109600,698
6543,76561198049082756,230410,78
6544,76561198049082756,238960,2528
6545,76561198049082756,39120,891
6546,76561198049082756,224260,37
6547,76561198049082756,226320,38
6548,76561198049082756,224580,23
6549,76561198049082756,222480,186
6550,76561198049082756,242760,7117
6551,76561198049082756,251570,19
6552,76561198049082756,251970,0
6553,76561198049082756,233130,471
6554,76561198049082756,255520,0
6555,76561198049082756,247730,100
6556,76561198049082756,261430,37
6557,76561198049082756,221100,69257
6558,76561198049082756,271590,3155
6559,76561198049082756,295110,1198
6560,76561198049082756,362300,0
6561,76561198049082756,433850,103
6562,76561198049082756,439700,0
6563,76561198049082756,304030,166
6564,76561198049082756,304050,5
6565,76561198049082756,304930,0
6566,76561198049082756,224600,0
6567,76561198049082756,291480,0
6568,76561198049082756,227940,45
6569,76561198049082756,315640,429
6570,76561198049082756,317110,0
6571,76561198049082756,21690,455
6572,76561198049082756,221380,124
6573,76561198049082756,223650,66
6574,76561198049082756,730,102381
6575,76561198049082756,316390,19
6576,76561198049082756,355180,136
6577,76561198049082756,320590,8
6578,76561198049082756,363970,1438
6579,76561198049082756,292030,1471
6580,76561198049082756,373180,13
6581,76561198049082756,374320,82
6582,76561198049082756,389730,99
6583,76561198049082756,397900,0
6584,76561198049082756,287920,0
6585,76561198049082756,413850,4
6586,76561198049082756,413851,0
6587,76561198049082756,413852,0
6588,76561198049082756,413853,0
6589,76561198049082756,413854,0
6590,76561198049082756,413855,0
6591,76561198049082756,413856,0
6592,76561198049082756,413857,0
6593,76561198049082756,413858,0
6594,76561198049082756,413859,0
6595,76561198049082756,458250,0
6596,76561198049082756,458260,4
6597,76561198049082756,458270,0
6598,76561198049082756,458280,0
6599,76561198049082756,458300,0
6600,76561198049082756,458310,0
6601,76561198049082756,458320,0
6602,76561198049082756,497810,0
6603,76561198049082756,497811,0
6604,76561198049082756,497812,0
6605,76561198049082756,497813,0
6606,76561198049082756,585280,0
6607,76561198049082756,585281,0
6608,76561198049082756,585282,0
6609,76561198049082756,585283,0
6610,76561198049082756,414700,161
6611,76561198049082756,424280,3
6612,76561198049082756,440900,969
6613,76561198049082756,931180,0
6614,76561198049082756,442110,69
6615,76561198049082756,444090,472
6616,76561198049082756,596350,0
6617,76561198049082756,442080,0
6618,76561198049082756,529180,702
6619,76561198049082756,530620,71
6620,76561198049082756,534220,7
6621,76561198049082756,534500,20
6622,76561198049082756,418370,444
6623,76561198049082756,447020,1946
6624,76561198049082756,489830,2141
6625,76561198049082756,555570,5
6626,76561198049082756,563560,12
6627,76561198049082756,436520,120
6628,76561198049082756,582660,611
6629,76561198049082756,212740,309
6630,76561198049082756,615050,4
6631,76561198049082756,657280,84
6632,76561198049082756,601430,25
6633,76561198049082756,17500,0
6634,76561198049082756,757240,75
6635,76561198049082756,379430,162
6636,76561198049082756,591530,22
6637,76561198049082756,306130,464
6638,76561198049082756,883710,1239
6639,76561198049082756,892970,27
6640,76561198049082756,895400,4834
6641,76561198049082756,1180380,6
6642,76561198049082756,707010,46
6643,76561198049082756,1254120,0
6644,76561198049082756,38400,0
6645,76561198049082756,38410,0
6646,76561198049082756,38420,0
6647,76561198049082756,1151340,44
6648,76561198049082756,1836200,0
6649,76561198049082756,1360000,7
6650,76561198049082756,1710170,1198
6651,76561198049082756,1599340,101
6652,76561198057137791,3810,203
6653,76561198057137791,1373510,0
6654,76561198057137791,3820,186
6655,76561198057137791,1373550,0
6656,76561198057137791,2600,1
6657,76561198057137791,6270,0
6658,76561198057137791,2590,0
6659,76561198057137791,11420,5
6660,76561198057137791,2500,79
6661,76561198057137791,11200,112
6662,76561198057137791,8080,0
6663,76561198057137791,15100,1
6664,76561198057137791,15120,0
6665,76561198057137791,15130,0
6666,76561198057137791,12340,221
6667,76561198057137791,16710,0
6668,76561198057137791,11050,0
6669,76561198057137791,11260,75
6670,76561198057137791,20900,26
6671,76561198057137791,12200,0
6672,76561198057137791,16730,0
6673,76561198057137791,17460,0
6674,76561198057137791,12770,0
6675,76561198057137791,17470,124
6676,76561198057137791,19000,1
6677,76561198057137791,29800,114
6678,76561198057137791,27000,73
6679,76561198057137791,22200,178
6680,76561198057137791,16720,0
6681,76561198057137791,25900,7265
6682,76561198057137791,10150,22
6683,76561198057137791,12440,0
6684,76561198057137791,9870,0
6685,76561198057137791,1250,103
6686,76561198057137791,35420,0
6687,76561198057137791,34900,140
6688,76561198057137791,21670,0
6689,76561198057137791,34410,0
6690,76561198057137791,11390,0
6691,76561198057137791,21690,689
6692,76561198057137791,20500,248
6693,76561198057137791,667720,100
6694,76561198057137791,23490,0
6695,76561198057137791,17450,142
6696,76561198057137791,11450,15
6697,76561198057137791,12710,0
6698,76561198057137791,12810,0
6699,76561198057137791,500,0
6700,76561198057137791,550,146421
6701,76561198057137791,37010,0
6702,76561198057137791,3170,4376
6703,76561198057137791,22370,473
6704,76561198057137791,37000,132
6705,76561198057137791,24980,0
6706,76561198057137791,33230,0
6707,76561198057137791,42120,0
6708,76561198057137791,48700,234
6709,76561198057137791,8190,0
6710,76561198057137791,35140,53
6711,76561198057137791,39640,0
6712,76561198057137791,43110,0
6713,76561198057137791,46420,0
6714,76561198057137791,33910,0
6715,76561198057137791,33930,0
6716,76561198057137791,219540,0
6717,76561198057137791,42670,0
6718,76561198057137791,17410,71
6719,76561198057137791,39800,103
6720,76561198057137791,50130,1352
6721,76561198057137791,1030830,0
6722,76561198057137791,43000,0
6723,76561198057137791,39500,0
6724,76561198057137791,39510,0
6725,76561198057137791,65540,0
6726,76561198057137791,950670,0
6727,76561198057137791,8980,0
6728,76561198057137791,729040,0
6729,76561198057137791,46450,0
6730,76561198057137791,22490,0
6731,76561198057137791,12210,52
6732,76561198057137791,2450,0
6733,76561198057137791,33980,0
6734,76561198057137791,33990,0
6735,76561198057137791,40800,70
6736,76561198057137791,40380,0
6737,76561198057137791,31290,0
6738,76561198057137791,94500,0
6739,76561198057137791,94510,0
6740,76561198057137791,94520,0
6741,76561198057137791,94530,0
6742,76561198057137791,47780,117
6743,76561198057137791,7860,0
6744,76561198057137791,46250,0
6745,76561198057137791,99810,0
6746,76561198057137791,48190,0
6747,76561198057137791,70000,302
6748,76561198057137791,57680,0
6749,76561198057137791,96000,287
6750,76561198057137791,92000,0
6751,76561198057137791,99400,0
6752,76561198057137791,104200,51
6753,76561198057137791,91200,77
6754,76561198057137791,92100,39
6755,76561198057137791,105600,104
6756,76561198057137791,46490,0
6757,76561198057137791,91700,459
6758,76561198057137791,55110,0
6759,76561198057137791,39160,0
6760,76561198057137791,19680,36
6761,76561198057137791,33440,3
6762,76561198057137791,96100,31
6763,76561198057137791,47790,0
6764,76561198057137791,47830,0
6765,76561198057137791,43190,0
6766,76561198057137791,35450,12105
6767,76561198057137791,236830,0
6768,76561198057137791,70600,0
6769,76561198057137791,24240,171
6770,76561198057137791,106000,70
6771,76561198057137791,3830,162
6772,76561198057137791,70620,0
6773,76561198057137791,201870,0
6774,76561198057137791,70660,0
6775,76561198057137791,70650,0
6776,76561198057137791,80310,306
6777,76561198057137791,32800,0
6778,76561198057137791,72850,7407
6779,76561198057137791,46570,0
6780,76561198057137791,2400,133
6781,76561198057137791,2420,0
6782,76561198057137791,2430,0
6783,76561198057137791,41900,246
6784,76561198057137791,80330,122
6785,76561198057137791,80340,153
6786,76561198057137791,80350,123
6787,76561198057137791,80360,122
6788,76561198057137791,102500,5
6789,76561198057137791,67370,0
